Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
227,Fabián Balbuena,PAR,DF,West Ham,Premier League,28,1991,14,1198,86,35.0,13.3,13,89,12,1,38,20,1.71,21,19,2,0.15,-0.38,16.5,19.9,-3.4,-0.25,-0.62,Matches
228,Keita Baldé,SEN,FW,Sampdoria,Serie A,25,1995,25,1197,48,35.0,13.3,12,76,2,13,22,3,1.56,16,20,-4,-0.3,-0.38,17.7,19.2,-1.5,-0.11,0.26,Matches
229,George Baldock,ENG,DF,Sheffield Utd,Premier League,27,1993,32,2787,87,81.5,31.0,32,87,30,0,0,3,0.63,14,51,-37,-1.19,-0.34,25.1,53.8,-28.6,-0.93,-0.66,Matches
230,Gareth Bale,WAL,FW,Tottenham,Premier League,31,1989,20,920,46,26.9,10.2,10,71,0,10,21,10,1.45,21,12,9,0.88,0.38,16.4,10.4,6.1,0.59,0.63,Matches
231,Mikel Balenziaga,ESP,DF,Athletic Club,La Liga,32,1988,23,1689,73,49.4,18.8,17,86,13,6,39,14,1.17,18,23,-5,-0.27,-0.73,19.9,18.4,1.6,0.08,-0.26,Matches
232,Leonardo Balerdi,ARG,DF,Marseille,Ligue 1,21,1999,21,1634,78,47.8,18.2,19,86,17,2,3,15,1.62,24,24,0,0.0,-0.35,18.6,22.9,-4.3,-0.24,-0.54,Matches
233,Marco Ballarini,ITA,MF,Udinese,Serie A,19,2001,0,0,0,0.0,0.0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
234,Fodé Ballo-Touré,SEN,DF,Monaco,Ligue 1,23,1997,24,662,28,19.4,7.4,6,78,4,18,11,9,2.13,16,16,0,0.0,-1.11,13.5,8.2,5.3,0.72,-0.21,Matches
235,Botond Balogh,HUN,DF,Parma,Serie A,18,2002,3,165,55,4.8,1.8,1,90,1,2,38,16,0.33,2,4,-2,-1.09,0.07,0.9,5.4,-4.5,-2.46,-2.0,Matches
236,Abdoulaye Bamba,CIV,DF,Angers,Ligue 1,30,1990,16,1347,84,39.4,15.0,16,84,13,0,0,15,1.25,15,25,-10,-0.67,-0.32,16.1,20.8,-4.7,-0.31,-0.12,Matches
237,Jonathan Bamba,FRA,MF,Lille,Ligue 1,24,1996,38,2985,79,87.3,33.2,34,85,21,4,28,0,2.18,52,19,33,0.99,-0.66,42.4,22.8,19.7,0.59,-0.17,Matches
238,Robson Bambu,BRA,DF,Nice,Ligue 1,22,1997,15,1046,70,30.6,11.6,12,84,9,3,12,17,1.6,18,15,3,0.26,0.49,12.0,16.6,-4.7,-0.4,-0.4,Matches
239,Patrick Bamford,ENG,FW,Leeds United,Premier League,26,1993,38,3050,80,89.2,33.9,37,81,24,1,45,0,1.55,51,50,1,0.03,-1.67,51.4,54.7,-3.3,-0.1,0.42,Matches
240,Abdoul Bane,ITA,DF,Parma,Serie A,19,2001,0,0,0,0.0,0.0,0,0,0,0,0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
241,Cheick Bangoura,GUI,FW,Brest,Ligue 1,18,2001,0,0,0,0.0,0.0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
242,Mattia Bani,ITA,DF,Bologna,Serie A,26,1993,0,0,0,0.0,0.0,0,0,0,0,0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
243,Mattia Bani,ITA,DF,Genoa,Serie A,26,1993,11,921,84,26.9,10.2,10,88,8,1,45,6,0.55,9,16,-7,-0.68,-0.54,8.0,15.7,-7.7,-0.75,-0.42,Matches
244,Mattia Bani,ITA,DF,Parma,Serie A,26,1993,15,1145,76,33.5,12.7,14,81,9,1,13,2,0.4,17,30,-13,-1.02,0.2,17.0,18.5,-1.4,-0.11,0.68,Matches
245,Simon Banza,FRA,FW,Lens,Ligue 1,23,1996,34,1372,40,40.1,15.2,12,76,1,22,21,3,1.41,24,18,6,0.39,0.61,25.1,18.0,7.1,0.47,0.41,Matches
246,Jamal Baptiste,ENG,DF,West Ham,Premier League,16,2003,0,0,0,0.0,0.0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
247,Antonín Barák,CZE,"MF,FW",Hellas Verona,Serie A,25,1994,34,2765,81,80.8,30.7,32,85,23,2,27,0,1.24,37,41,-4,-0.13,-0.41,35.1,40.8,-5.8,-0.19,-0.05,Matches
248,Federico Barba,ITA,DF,Benevento,Serie A,26,1993,32,2659,83,77.7,29.5,31,85,26,1,16,0,0.84,30,55,-25,-0.85,0.34,32.4,47.1,-14.7,-0.5,0.65,Matches
249,Danilo Barbosa,BRA,DF,Nice,Ligue 1,24,1996,4,250,63,7.3,2.8,3,81,2,1,8,1,1.0,2,4,-2,-0.72,-0.69,6.5,2.3,4.2,1.5,1.76,Matches
250,Barcia,ESP,DF,Granada,La Liga,19,2000,1,90,90,2.6,1.0,1,90,1,0,0,4,0.0,0,2,-2,-2.0,-1.57,0.8,2.6,-1.8,-1.77,-1.43,Matches
251,Malcolm Barcola,TOG,GK,Lyon,Ligue 1,21,1999,0,0,0,0.0,0.0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
252,Melvin Bard,FRA,DF,Lyon,Ligue 1,19,2000,14,432,31,12.6,4.8,4,82,3,10,10,20,1.86,6,5,1,0.21,-0.91,8.7,4.9,3.7,0.78,-0.35,Matches
253,Enis Bardhi,MKD,MF,Levante,La Liga,25,1995,26,1682,65,49.2,18.7,19,80,9,7,23,2,0.92,16,29,-13,-0.7,-0.8,18.9,28.2,-9.3,-0.5,-0.31,Matches
254,Phil Bardsley,SCO,DF,Burnley,Premier League,35,1985,4,274,69,8.0,3.0,3,90,3,1,4,23,0.75,3,8,-5,-1.64,-1.16,3.0,4.1,-1.1,-0.36,0.12,Matches
255,Nicolò Barella,ITA,MF,Inter,Serie A,23,1997,36,2896,80,84.7,32.2,32,87,23,4,31,1,2.36,65,31,34,1.06,-2.38,61.8,34.1,27.7,0.86,-0.6,Matches
256,Philipp Bargfrede,GER,MF,Werder Bremen,Bundesliga,31,1989,1,27,27,0.9,0.3,0,0,0,1,27,5,0.0,1,1,0,0.0,0.62,0.6,0.6,0.0,-0.16,0.35,Matches
257,Kike Barja,ESP,"MF,FW",Osasuna,La Liga,23,1997,33,1433,43,41.9,15.9,17,71,1,16,14,5,1.12,15,15,0,0.0,0.5,13.6,19.9,-6.3,-0.39,-0.06,Matches
258,Ross Barkley,ENG,MF,Aston Villa,Premier League,26,1993,24,1531,64,44.8,17.0,18,77,6,6,26,4,1.08,26,24,2,0.12,-0.22,22.5,24.6,-2.1,-0.13,-0.24,Matches
259,Ross Barkley,ENG,MF,Chelsea,Premier League,26,1993,2,42,21,1.2,0.5,0,0,0,2,21,1,1.5,1,0,1,2.14,1.58,0.3,0.9,-0.6,-1.25,-2.1,Matches
260,Aymen Barkok,MAR,"FW,MF",Eint Frankfurt,Bundesliga,22,1998,26,977,38,31.9,10.9,9,74,1,17,18,6,1.73,20,15,5,0.46,-0.01,18.6,15.0,3.6,0.33,0.15,Matches
261,Ashley Barnes,ENG,FW,Burnley,Premier League,30,1989,22,1331,61,38.9,14.8,15,81,5,7,16,3,1.09,11,19,-8,-0.54,0.06,15.4,20.3,-5.0,-0.34,0.23,Matches
262,Harvey Barnes,ENG,"FW,MF",Leicester City,Premier League,22,1997,25,1945,78,56.9,21.6,22,84,15,3,31,1,1.84,36,25,11,0.51,0.08,28.1,26.4,1.7,0.08,-0.33,Matches
263,Marc Baró,ESP,DF,Cádiz,La Liga,20,1999,1,90,90,2.6,1.0,1,90,1,0,0,11,0.0,0,3,-3,-3.0,-2.49,0.8,2.1,-1.3,-1.33,-0.8,Matches
264,Antonio Barragán,ESP,DF,Elche,La Liga,33,1987,27,2235,83,65.4,24.8,26,84,22,1,45,5,0.96,26,35,-9,-0.36,0.55,19.5,37.1,-17.6,-0.71,0.09,Matches
265,Antonio Barreca,ITA,DF,Fiorentina,Serie A,25,1995,3,85,28,2.5,0.9,1,58,0,2,14,31,0.33,1,1,0,0.0,0.32,1.3,0.9,0.4,0.4,0.68,Matches
266,Leandro Barreiro Martins,LUX,MF,Mainz 05,Bundesliga,20,2000,29,2303,79,75.3,25.6,27,84,13,2,24,4,1.34,27,37,-10,-0.39,0.44,35.8,38.7,-2.9,-0.11,0.01,Matches
267,Ander Barrenetxea,ESP,"MF,FW",Real Sociedad,La Liga,18,2001,31,1307,42,38.2,14.5,13,72,2,18,20,5,1.45,20,16,4,0.28,-0.45,19.6,13.7,5.9,0.41,-0.35,Matches
268,Jacob Barrett Laursen,DEN,DF,Arminia,Bundesliga,25,1994,16,1108,69,36.2,12.3,13,82,9,3,14,10,0.81,10,25,-15,-1.22,-0.71,11.3,20.2,-8.9,-0.72,0.02,Matches
269,Gerard Barri,ESP,DF,Elche,La Liga,19,2001,0,0,0,0.0,0.0,0,0,0,0,0,8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
270,Musa Barrow,GAM,"FW,MF",Bologna,Serie A,21,1998,38,2921,77,85.4,32.5,34,83,18,4,26,0,1.08,45,55,-10,-0.31,0.41,45.6,56.0,-10.4,-0.32,-0.14,Matches
271,Kyle Bartley,ENG,DF,West Brom,Premier League,29,1991,30,2584,86,75.6,28.7,28,90,27,2,35,3,0.73,31,53,-22,-0.77,1.28,29.1,52.8,-23.7,-0.82,0.28,Matches
272,Paolo Bartolomei,ITA,MF,Spezia,Serie A,30,1989,6,320,53,9.4,3.6,3,84,2,3,23,4,0.67,5,10,-5,-1.41,-0.97,2.5,11.2,-8.7,-2.44,-2.04,Matches
273,Teddy Bartouche,FRA,GK,Lorient,Ligue 1,23,1997,0,0,0,0.0,0.0,0,0,0,0,0,8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
274,Marc Bartra,ESP,DF,Betis,La Liga,29,1991,19,1694,89,49.5,18.8,19,89,18,0,0,6,1.47,23,27,-4,-0.21,-0.42,20.1,26.1,-6.0,-0.32,-0.66,Matches
275,Daniele Baselli,ITA,MF,Torino,Serie A,28,1992,15,396,26,11.6,4.4,3,64,1,12,17,7,1.13,6,5,1,0.23,0.82,7.1,6.4,0.7,0.17,0.44,Matches
276,Salah Basha,EGY,FW,Udinese,Serie A,17,2003,0,0,0,0.0,0.0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
277,Chris Basham,ENG,"DF,MF",Sheffield Utd,Premier League,32,1988,31,2576,83,75.3,28.6,31,83,21,0,0,0,0.55,14,51,-37,-1.29,-0.65,23.3,44.5,-21.2,-0.74,0.26,Matches
278,Toma Bašić,CRO,MF,Bordeaux,Ligue 1,23,1996,34,2601,77,76.1,28.9,32,80,20,2,25,1,1.24,32,41,-9,-0.31,0.24,32.3,43.7,-11.3,-0.39,-0.02,Matches
279,Thomas Basila,FRA,DF,Nantes,Ligue 1,21,1999,0,0,0,0.0,0.0,0,0,0,0,0,17,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
280,Álvaro Bastida,ESP,MF,Cádiz,La Liga,16,2004,1,35,35,1.0,0.4,0,0,0,1,35,1,1.0,0,1,-1,-2.57,-2.01,0.0,0.8,-0.8,-2.13,-1.59,Matches
281,Alessandro Bastoni,ITA,DF,Inter,Serie A,21,1999,33,2922,89,85.4,32.5,33,89,29,0,0,3,2.45,71,26,45,1.39,-0.24,60.5,30.1,30.4,0.94,-0.12,Matches
282,Simone Bastoni,ITA,DF,Spezia,Serie A,23,1996,22,1522,69,44.5,16.9,19,76,8,3,28,9,0.91,26,34,-8,-0.47,0.1,23.7,28.7,-4.9,-0.29,0.54,Matches
283,Bastos,ANG,DF,Lazio,Serie A,29,1991,2,63,32,1.8,0.7,0,0,0,2,32,0,0.5,0,2,-2,-2.86,-3.07,1.4,0.8,0.7,0.94,0.63,Matches
284,Michy Batshuayi,BEL,FW,Crystal Palace,Premier League,26,1993,18,728,40,21.3,8.1,7,79,2,11,16,17,0.94,10,15,-5,-0.62,0.05,8.8,11.5,-2.7,-0.33,0.42,Matches
285,Rodrigo Battaglia,ARG,MF,Alavés,La Liga,29,1991,32,2492,78,72.9,27.7,29,85,22,3,11,2,1.03,30,46,-16,-0.58,-0.09,33.5,43.6,-10.2,-0.37,-0.53,Matches
286,Thomas Battistella,ITA,MF,Udinese,Serie A,19,2001,0,0,0,0.0,0.0,0,0,0,0,0,5,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
287,Cristian Battocchio,ITA,"MF,FW",Brest,Ligue 1,28,1992,15,355,24,10.4,3.9,2,77,0,13,16,2,1.47,4,11,-7,-1.77,-1.51,4.7,8.7,-4.0,-1.02,-0.89,Matches
288,Oliver Baumann,GER,GK,Hoffenheim,Bundesliga,30,1990,31,2790,90,91.2,31.0,31,90,31,0,0,0,1.23,48,51,-3,-0.1,-0.43,46.6,49.8,-3.1,-0.1,-0.61,Matches
289,Julian Baumgartlinger,AUT,MF,Leverkusen,Bundesliga,32,1988,17,1072,63,35.0,11.9,12,83,8,5,14,1,1.65,25,12,13,1.09,1.05,16.4,11.7,4.6,0.39,0.29,Matches
290,Christoph Baumgartner,AUT,"MF,FW",Hoffenheim,Bundesliga,20,1999,31,2369,76,77.4,26.3,28,81,13,3,30,0,1.23,43,46,-3,-0.11,-0.24,39.1,42.3,-3.1,-0.12,-0.32,Matches
291,Jon Bautista,ESP,"FW,MF",Real Sociedad,La Liga,25,1995,21,370,18,10.8,4.1,0,0,0,21,18,17,1.48,5,6,-1,-0.24,-0.89,5.2,4.5,0.6,0.16,-0.53,Matches
292,Cyrille Bayala,BFA,"FW,MF",Lens,Ligue 1,24,1996,0,0,0,0.0,0.0,0,0,0,0,0,3,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
293,Paul Baysse,FRA,DF,Bordeaux,Ligue 1,32,1988,31,2614,84,76.4,29.0,29,89,28,2,19,3,1.23,36,43,-7,-0.24,0.54,34.8,45.5,-10.7,-0.37,0.08,Matches
294,Noah Joel Sarenren Bazee,NGA,"FW,MF",Augsburg,Bundesliga,23,1996,5,36,7,1.2,0.4,0,0,0,5,7,7,1.2,2,3,-1,-2.5,-1.99,1.0,1.1,-0.1,-0.22,0.36,Matches
295,Ihlas Bebou,TOG,FW,Hoffenheim,Bundesliga,26,1994,32,2200,69,71.9,24.4,23,85,13,9,28,2,1.31,43,40,3,0.12,0.65,40.0,36.2,3.8,0.15,0.72,Matches
296,Rodrigo Becão,BRA,DF,Udinese,Serie A,24,1996,35,2780,79,81.3,30.9,32,85,26,3,18,2,1.06,33,46,-13,-0.42,0.0,34.9,40.4,-5.5,-0.18,0.34,Matches
297,Sheraldo Becker,NED,"FW,MF",Union Berlin,Bundesliga,25,1995,18,1106,61,36.1,12.3,15,71,2,3,14,1,1.61,25,13,12,0.98,1.21,18.1,12.2,5.9,0.48,0.54,Matches
298,Timo Becker,GER,DF,Schalke 04,Bundesliga,23,1997,20,1640,82,53.6,18.2,18,89,16,2,23,2,0.6,17,44,-27,-1.48,0.67,14.7,33.7,-19.1,-1.05,0.35,Matches
299,Jan Bednarek,POL,DF,Southampton,Premier League,24,1996,36,3100,86,90.6,34.4,36,86,32,0,0,1,1.11,41,59,-18,-0.52,0.32,37.6,48.7,-11.1,-0.32,-0.09,Matches
300,Donny van de Beek,NED,"MF,FW",Manchester Utd,Premier League,23,1997,19,524,28,15.3,5.8,4,79,3,15,14,15,1.89,18,12,6,1.03,0.32,13.5,7.8,5.7,0.99,0.61,Matches
301,Valon Behrami,SUI,MF,Genoa,Serie A,35,1985,26,892,34,26.1,9.9,8,62,0,18,22,12,1.5,10,17,-7,-0.71,-0.56,10.3,17.9,-7.5,-0.76,-0.43,Matches
302,Brian Behrendt,GER,DF,Arminia,Bundesliga,28,1991,3,79,26,2.6,0.9,0,0,0,3,26,0,0.0,1,1,0,0.0,0.78,0.4,2.0,-1.6,-1.83,-1.12,Matches
303,Maximilian Beier,GER,FW,Hoffenheim,Bundesliga,17,2002,3,10,3,0.3,0.1,0,0,0,3,3,8,1.33,0,1,-1,-9.0,-8.97,0.0,0.2,-0.2,-1.97,-1.93,Matches
304,Ishak Belfodil,ALG,FW,Hoffenheim,Bundesliga,28,1992,14,596,43,19.5,6.6,7,68,1,7,18,12,0.5,4,14,-10,-1.51,-1.8,8.1,11.9,-3.8,-0.57,-0.65,Matches
305,Erwan Belhadji,FRA,FW,Dijon,Ligue 1,19,2001,1,30,30,0.9,0.3,0,0,0,1,30,1,3.0,0,0,0,0.0,1.27,0.9,0.2,0.7,2.19,3.36,Matches
306,Haris Belkebla,ALG,MF,Brest,Ligue 1,26,1994,35,2727,78,79.7,30.3,33,82,20,2,16,0,1.09,33,51,-18,-0.59,-0.85,33.8,44.1,-10.3,-0.34,-0.6,Matches
307,Stefan Bell,GER,DF,Mainz 05,Bundesliga,28,1991,16,1266,79,41.4,14.1,16,79,9,0,0,4,1.81,18,17,1,0.07,0.97,21.9,17.5,4.4,0.31,0.73,Matches
308,Karim Bellarabi,GER,"FW,MF",Leverkusen,Bundesliga,30,1990,22,798,36,26.1,8.9,7,73,0,15,19,5,1.59,8,7,1,0.11,-0.4,13.4,9.7,3.6,0.41,0.28,Matches
309,Jean-Ricner Bellegarde,FRA,"MF,FW",Strasbourg,Ligue 1,22,1998,36,2086,58,61.0,23.2,25,74,4,11,21,0,1.06,28,35,-7,-0.3,-0.17,29.6,27.0,2.6,0.11,-0.12,Matches
310,Héctor Bellerín,ESP,DF,Arsenal,Premier League,25,1995,25,2089,84,61.1,23.2,24,86,20,1,22,9,1.48,26,24,2,0.09,-0.86,28.6,29.0,-0.3,-0.01,-0.66,Matches
311,Jude Bellingham,ENG,MF,Dortmund,Bundesliga,17,2003,29,1697,59,55.5,18.9,19,76,5,10,26,2,1.79,41,29,12,0.64,-0.49,40.6,21.3,19.3,1.02,0.42,Matches
312,Andrea Belotti,ITA,FW,Torino,Serie A,26,1993,35,2888,83,84.4,32.1,33,87,23,2,12,2,1.06,41,47,-6,-0.19,2.01,41.7,42.9,-1.2,-0.04,1.22,Matches
313,Fran Beltrán,ESP,MF,Celta Vigo,La Liga,21,1999,32,1399,44,40.9,15.5,13,76,3,19,22,6,1.53,24,28,-4,-0.26,-0.35,18.3,26.5,-8.2,-0.53,-0.81,Matches
314,Adil Ben Achour,FRA,FW,Montpellier,Ligue 1,18,2002,0,0,0,0.0,0.0,0,0,0,0,0,3,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
315,Sami Ben Amar,MAR,MF,Nîmes,Ligue 1,22,1998,1,7,7,0.2,0.1,0,0,0,1,7,1,3.0,1,0,1,12.86,13.7,0.8,0.1,0.7,8.7,9.34,Matches
316,Hatem Ben Arfa,FRA,"MF,FW",Bordeaux,Ligue 1,33,1987,24,1703,71,49.8,18.9,19,82,9,5,29,0,0.83,18,35,-17,-0.9,-1.06,18.5,30.7,-12.2,-0.65,-0.51,Matches
317,Salim Ben Seghir,FRA,DF,Nice,Ligue 1,17,2003,1,7,7,0.2,0.1,0,0,0,1,7,8,0.0,0,0,0,0.0,0.08,0.5,0.0,0.5,6.17,6.31,Matches
