Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1393,Jasmin Kurtić,SVN,MF,Parma,Serie A,31,1989,30.4,4,35,9,25.7,1.15,0.3,0.11,0.44,17.7,0,0,0,3.7,3.7,0.11,0.3,0.3,Matches
1394,Layvin Kurzawa,FRA,DF,Paris S-G,Ligue 1,27,1992,14.2,1,11,2,18.2,0.77,0.14,0.09,0.5,16.6,1,0,0,0.7,0.7,0.06,0.3,0.3,Matches
1395,Dereck Kutesa,SUI,"MF,FW",Reims,Ligue 1,22,1997,7.6,1,10,4,40.0,1.31,0.52,0.1,0.25,16.7,0,0,0,0.9,0.9,0.09,0.1,0.1,Matches
1396,Ahmed Kutucu,TUR,"FW,MF",Schalke 04,Bundesliga,20,2000,1.2,0,2,0,0.0,1.67,0.0,0.0,0.0,14.0,0,0,0,0.3,0.3,0.13,-0.3,-0.3,Matches
1397,Enock Kwateng,FRA,DF,Bordeaux,Ligue 1,23,1997,11.5,1,4,2,50.0,0.35,0.17,0.25,0.5,9.2,0,0,0,0.3,0.3,0.07,0.7,0.7,Matches
1398,Antonino La Gumina,ITA,FW,Sampdoria,Serie A,24,1996,3.8,0,11,1,9.1,2.9,0.26,0.0,0.0,15.0,0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
1399,Gaëtan Laborde,FRA,"FW,MF",Montpellier,Ligue 1,26,1994,36.2,16,101,42,41.6,2.79,1.16,0.16,0.38,12.1,0,0,0,11.7,11.7,0.12,4.3,4.3,Matches
1400,Alexandre Lacazette,FRA,FW,Arsenal,Premier League,29,1991,21.4,13,43,25,58.1,2.01,1.17,0.23,0.4,14.2,3,3,3,9.7,7.4,0.17,3.3,2.6,Matches
1401,Tom Lacoux,FRA,MF,Bordeaux,Ligue 1,18,2002,5.8,0,3,0,0.0,0.52,0.0,0.0,0.0,25.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1402,Maxence Lacroix,FRA,DF,Wolfsburg,Bundesliga,20,2000,28.8,1,17,2,11.8,0.59,0.07,0.06,0.5,8.7,0,0,0,1.6,1.6,0.09,-0.6,-0.6,Matches
1403,Alban Lafont,FRA,GK,Nantes,Ligue 1,21,1999,38.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1404,Víctor Laguardia,ESP,DF,Alavés,La Liga,30,1989,29.2,0,8,3,37.5,0.27,0.1,0.0,0.0,7.5,0,0,0,1.1,1.1,0.14,-1.1,-1.1,Matches
1405,Konrad Laimer,AUT,"DF,FW",RB Leipzig,Bundesliga,23,1997,0.9,0,3,2,66.7,3.21,2.14,0.0,0.0,13.5,0,0,0,0.4,0.4,0.13,-0.4,-0.4,Matches
1406,Stefan Lainer,AUT,DF,M'Gladbach,Bundesliga,27,1992,30.8,2,24,7,29.2,0.78,0.23,0.08,0.29,15.3,0,0,0,2.4,2.4,0.1,-0.4,-0.4,Matches
1407,Diego Lainez,MEX,FW,Betis,La Liga,20,2000,9.6,0,14,4,28.6,1.46,0.42,0.0,0.0,18.0,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches
1408,Kenny Lala,FRA,DF,Strasbourg,Ligue 1,28,1991,20.4,3,8,2,25.0,0.39,0.1,0.0,0.0,30.8,3,3,3,2.5,0.3,0.03,0.5,-0.3,Matches
1409,Adam Lallana,ENG,"MF,FW",Brighton,Premier League,32,1988,17.7,1,22,4,18.2,1.24,0.23,0.05,0.25,16.3,0,0,0,2.4,2.4,0.11,-1.4,-1.4,Matches
1410,Érik Lamela,ARG,"FW,MF",Tottenham,Premier League,28,1992,8.0,1,22,9,40.9,2.76,1.13,0.05,0.11,19.1,4,0,0,1.4,1.4,0.07,-0.4,-0.4,Matches
1411,Sam Lammers,NED,"FW,MF",Atalanta,Serie A,23,1997,3.2,2,9,4,44.4,2.78,1.24,0.22,0.5,12.9,0,0,0,1.3,1.3,0.14,0.7,0.7,Matches
1412,Tariq Lamptey,ENG,DF,Brighton,Premier League,19,2000,9.8,1,6,2,33.3,0.61,0.2,0.17,0.5,12.1,0,0,0,0.6,0.6,0.09,0.4,0.4,Matches
1413,Loïck Landre,FRA,DF,Nîmes,Ligue 1,28,1992,18.1,1,9,2,22.2,0.5,0.11,0.11,0.5,8.5,0,0,0,1.4,1.4,0.16,-0.4,-0.4,Matches
1414,Michael Langer,AUT,GK,Schalke 04,Bundesliga,35,1985,2.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1415,Manuel Lanzini,ARG,"MF,FW",West Ham,Premier League,27,1993,6.3,1,12,3,25.0,1.91,0.48,0.08,0.33,17.2,1,0,0,1.2,1.2,0.1,-0.2,-0.2,Matches
1416,Gianluca Lapadula,PER,FW,Benevento,Serie A,30,1990,28.5,8,75,28,37.3,2.63,0.98,0.11,0.29,15.5,5,0,1,10.2,9.3,0.12,-2.2,-1.3,Matches
1417,Aymeric Laporte,FRA,DF,Manchester City,Premier League,26,1994,14.9,0,6,1,16.7,0.4,0.07,0.0,0.0,11.4,0,0,0,0.8,0.8,0.13,-0.8,-0.8,Matches
1418,Julien Laporte,FRA,DF,Lorient,Ligue 1,26,1993,29.5,0,8,1,12.5,0.27,0.03,0.0,0.0,12.5,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
1419,Danilo Larangeira,BRA,DF,Bologna,Serie A,36,1984,34.8,0,14,2,14.3,0.4,0.06,0.0,0.0,13.3,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
1420,Gautier Larsonneur,FRA,GK,Brest,Ligue 1,23,1997,35.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1421,Kevin Lasagna,ITA,FW,Udinese,Serie A,27,1992,12.3,2,43,14,32.6,3.51,1.14,0.05,0.14,14.6,1,0,0,7.3,7.3,0.17,-5.3,-5.3,Matches
1422,Kevin Lasagna,ITA,FW,Hellas Verona,Serie A,27,1992,14.1,2,30,7,23.3,2.13,0.5,0.07,0.29,14.1,0,0,0,3.4,3.4,0.11,-1.4,-1.4,Matches
1423,Jamaal Lascelles,ENG,DF,Newcastle Utd,Premier League,26,1993,18.1,2,15,3,20.0,0.83,0.17,0.13,0.67,9.5,0,0,0,1.0,1.0,0.07,1.0,1.0,Matches
1424,Paul Lasne,FRA,MF,Brest,Ligue 1,31,1989,18.7,0,5,1,20.0,0.27,0.05,0.0,0.0,15.7,0,0,0,0.5,0.5,0.1,-0.5,-0.5,Matches
1425,Toni Lato,ESP,DF,Valencia,La Liga,22,1997,8.1,1,2,2,100.0,0.25,0.25,0.5,0.5,11.6,0,0,0,1.0,1.0,0.48,0.0,0.0,Matches
1426,Danny Latza,GER,MF,Mainz 05,Bundesliga,30,1989,20.0,0,21,9,42.9,1.05,0.45,0.0,0.0,18.1,0,0,0,1.9,1.9,0.09,-1.9,-1.9,Matches
1427,Armand Lauriente,FRA,"FW,MF",Lorient,Ligue 1,21,1998,18.0,3,59,21,35.6,3.27,1.17,0.05,0.14,22.9,14,0,0,3.2,3.2,0.05,-0.2,-0.2,Matches
1428,Vincent Laurini,FRA,DF,Parma,Serie A,31,1989,9.7,0,1,0,0.0,0.1,0.0,0.0,0.0,32.3,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
1429,Lauti,URU,"MF,FW",Celta Vigo,La Liga,19,2001,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1430,Wesley Lautoa,NCL,"MF,DF",Dijon,Ligue 1,32,1987,17.9,0,8,3,37.5,0.45,0.17,0.0,0.0,25.7,0,0,0,0.7,0.7,0.08,-0.7,-0.7,Matches
1431,Valentino Lazaro,AUT,"DF,FW",M'Gladbach,Bundesliga,24,1996,13.8,2,16,4,25.0,1.16,0.29,0.13,0.5,17.0,0,0,0,2.0,2.0,0.13,0.0,0.0,Matches
1432,Darko Lazović,SRB,DF,Hellas Verona,Serie A,29,1990,27.8,3,32,11,34.4,1.15,0.4,0.09,0.27,17.3,2,0,0,2.9,2.9,0.09,0.1,0.1,Matches
1433,Manuel Lazzari,ITA,DF,Lazio,Serie A,26,1993,29.0,2,24,6,25.0,0.83,0.21,0.08,0.33,19.1,0,0,0,2.2,2.2,0.09,-0.2,-0.2,Matches
1434,Jérémy Le Douaron,FRA,"FW,MF",Brest,Ligue 1,22,1998,9.1,1,13,7,53.8,1.43,0.77,0.08,0.14,12.7,0,0,0,1.7,1.7,0.13,-0.7,-0.7,Matches
1435,Enzo Le Fée,FRA,"MF,FW",Lorient,Ligue 1,20,2000,20.2,0,32,5,15.6,1.59,0.25,0.0,0.0,26.3,5,0,0,1.2,1.2,0.04,-1.2,-1.2,Matches
1436,Vincent Le Goff,FRA,DF,Lorient,Ligue 1,30,1989,25.6,0,9,4,44.4,0.35,0.16,0.0,0.0,19.3,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
1437,Maxime Le Marchand,FRA,DF,Fulham,Premier League,30,1989,1.4,0,1,0,0.0,0.73,0.0,0.0,0.0,33.0,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
1438,Robin Le Normand,FRA,DF,Real Sociedad,La Liga,23,1996,30.5,0,17,1,5.9,0.56,0.03,0.0,0.0,10.7,0,0,0,2.0,2.0,0.12,-2.0,-2.0,Matches
1439,Damien Le Tallec,FRA,"MF,DF",Montpellier,Ligue 1,30,1990,13.6,0,12,3,25.0,0.88,0.22,0.0,0.0,10.8,0,0,0,1.3,1.3,0.11,-1.3,-1.3,Matches
1440,James Lea Siliki,FRA,MF,Rennes,Ligue 1,24,1996,2.8,0,6,1,16.7,2.12,0.35,0.0,0.0,21.7,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
1441,Rafael Leão,POR,FW,Milan,Serie A,21,1999,21.4,6,43,20,46.5,2.01,0.94,0.14,0.3,15.8,0,0,0,5.7,5.7,0.13,0.3,0.3,Matches
1442,Jean-Louis Leca,FRA,GK,Lens,Ligue 1,34,1985,36.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1443,Mathew Leckie,AUS,"FW,DF",Hertha BSC,Bundesliga,29,1991,5.6,0,2,1,50.0,0.36,0.18,0.0,0.0,9.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
1444,Benjamin Lecomte,FRA,GK,Monaco,Ligue 1,29,1991,28.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1445,Jeremías Ledesma,ARG,GK,Cádiz,La Liga,27,1993,32.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1446,Pierre Lees-Melou,FRA,MF,Nice,Ligue 1,27,1993,22.9,4,42,12,28.6,1.83,0.52,0.07,0.25,20.1,0,1,1,4.3,3.6,0.09,-0.3,-0.6,Matches
1447,Lucas Leiva,BRA,MF,Lazio,Serie A,33,1987,23.7,0,12,3,25.0,0.51,0.13,0.0,0.0,23.0,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
1448,Florian Lejeune,FRA,DF,Alavés,La Liga,29,1991,33.5,1,23,6,26.1,0.69,0.18,0.04,0.17,18.2,5,0,0,2.2,2.2,0.11,-1.2,-1.2,Matches
1449,Iñigo Lekue,ESP,DF,Athletic Club,La Liga,27,1993,7.2,0,2,1,50.0,0.28,0.14,0.0,0.0,25.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
1450,Thomas Lemar,FRA,MF,Atlético Madrid,La Liga,24,1995,15.2,1,23,10,43.5,1.52,0.66,0.04,0.1,20.7,2,0,0,1.3,1.3,0.06,-0.3,-0.3,Matches
1451,Mario Lemina,GAB,MF,Fulham,Premier League,26,1993,18.9,1,18,2,11.1,0.95,0.11,0.06,0.5,23.6,0,0,0,0.9,0.9,0.05,0.1,0.1,Matches
1452,Fabien Lemoine,FRA,MF,Lorient,Ligue 1,33,1987,21.5,1,17,3,17.6,0.79,0.14,0.06,0.33,23.1,1,0,0,1.0,1.0,0.06,0.0,0.0,Matches
1453,Clément Lenglet,FRA,DF,Barcelona,La Liga,25,1995,27.5,1,11,5,45.5,0.4,0.18,0.09,0.2,13.0,0,0,0,1.4,1.4,0.13,-0.4,-0.4,Matches
1454,Bernd Leno,GER,GK,Arsenal,Premier League,28,1992,34.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1455,Christopher Lenz,GER,DF,Union Berlin,Bundesliga,25,1994,25.0,0,16,6,37.5,0.64,0.24,0.0,0.0,21.2,0,0,0,0.9,0.9,0.06,-0.9,-0.9,Matches
1456,Pedro León,ESP,"MF,FW",Eibar,La Liga,33,1986,10.4,1,20,6,30.0,1.93,0.58,0.05,0.17,24.6,5,0,0,1.3,1.3,0.06,-0.3,-0.3,Matches
1457,Sergio León,ESP,FW,Levante,La Liga,31,1989,8.3,2,19,5,26.3,2.29,0.6,0.11,0.4,13.8,0,0,0,2.3,2.3,0.13,-0.3,-0.3,Matches
1458,Lukas Lerager,DEN,MF,Genoa,Serie A,27,1993,12.9,0,5,2,40.0,0.39,0.16,0.0,0.0,15.9,0,0,0,0.5,0.5,0.11,-0.5,-0.5,Matches
1459,Mehdi Léris,FRA,"DF,MF",Sampdoria,Serie A,22,1998,4.3,0,2,1,50.0,0.47,0.23,0.0,0.0,14.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
1460,Khanya Leshabela,RSA,MF,Leicester City,Premier League,20,1999,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1461,Karlo Letica,CRO,GK,Sampdoria,Serie A,23,1997,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1462,Gaetano Letizia,ITA,DF,Benevento,Serie A,30,1990,17.4,3,13,7,53.8,0.75,0.4,0.23,0.43,22.4,0,0,0,0.4,0.4,0.03,2.6,2.6,Matches
1463,Robert Lewandowski,POL,FW,Bayern Munich,Bundesliga,31,1988,27.3,41,130,56,43.1,4.76,2.05,0.25,0.59,13.3,5,8,9,31.6,24.7,0.19,9.4,8.3,Matches
1464,Jamal Lewis,NIR,DF,Newcastle Utd,Premier League,22,1998,20.4,0,3,1,33.3,0.15,0.05,0.0,0.0,18.7,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
1465,Aaron Leya Iseka,BEL,FW,Metz,Ligue 1,22,1997,11.2,4,18,6,33.3,1.61,0.54,0.11,0.33,14.8,0,2,3,4.7,2.4,0.13,-0.7,-0.4,Matches
1466,Yanis Lhery,FRA,FW,Saint-Étienne,Ligue 1,17,2003,0.3,0,1,0,0.0,3.0,0.0,0.0,0.0,25.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
1467,Dimitri Liénard,FRA,MF,Strasbourg,Ligue 1,32,1988,20.3,2,28,8,28.6,1.38,0.39,0.04,0.13,27.8,8,1,2,2.8,1.1,0.04,-0.8,-0.1,Matches
1468,Philipp Lienhart,AUT,DF,Freiburg,Bundesliga,24,1996,33.3,4,10,4,40.0,0.3,0.12,0.4,1.0,7.3,0,0,0,2.1,2.1,0.21,1.9,1.9,Matches
1469,Matthijs de Ligt,NED,DF,Juventus,Serie A,20,1999,24.7,1,19,6,31.6,0.77,0.24,0.05,0.17,11.4,0,0,0,1.1,1.1,0.06,-0.1,-0.1,Matches
1470,Isaac Lihadji,FRA,"MF,DF",Lille,Ligue 1,18,2002,2.2,0,4,2,50.0,1.84,0.92,0.0,0.0,13.0,0,0,0,0.6,0.6,0.16,-0.6,-0.6,Matches
1471,Dimitris Limnios,GRE,"MF,FW",Köln,Bundesliga,22,1998,4.2,0,6,3,50.0,1.43,0.71,0.0,0.0,17.3,1,0,0,0.6,0.6,0.1,-0.6,-0.6,Matches
1472,Victor Lindelöf,SWE,DF,Manchester Utd,Premier League,26,1994,28.7,1,4,1,25.0,0.14,0.03,0.25,1.0,5.9,0,0,0,0.7,0.7,0.17,0.3,0.3,Matches
1473,Karol Linetty,POL,MF,Torino,Serie A,25,1995,20.4,1,7,3,42.9,0.34,0.15,0.14,0.33,17.1,0,0,0,0.8,0.8,0.11,0.2,0.2,Matches
1474,Jesse Lingard,ENG,"MF,FW",West Ham,Premier League,27,1992,15.8,9,40,20,50.0,2.53,1.27,0.2,0.4,20.9,1,1,2,5.1,3.4,0.09,3.9,4.6,Matches
1475,Pol Lirola,ESP,"DF,FW",Fiorentina,Serie A,22,1997,5.5,0,2,0,0.0,0.36,0.0,0.0,0.0,9.3,0,0,0,0.3,0.3,0.17,-0.3,-0.3,Matches
1476,Pol Lirola,ESP,DF,Marseille,Ligue 1,22,1997,17.3,2,10,4,40.0,0.58,0.23,0.2,0.5,14.4,0,0,0,1.6,1.6,0.16,0.4,0.4,Matches
1477,Jake Livermore,ENG,MF,West Brom,Premier League,30,1989,13.8,0,5,0,0.0,0.36,0.0,0.0,0.0,19.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
1478,Diego Llorente,ESP,DF,Leeds United,Premier League,26,1993,13.4,1,8,3,37.5,0.6,0.22,0.13,0.33,16.4,0,0,0,0.7,0.7,0.09,0.3,0.3,Matches
1479,Diego Llorente,ESP,DF,Real Sociedad,La Liga,26,1993,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1480,Fernando Llorente,ESP,FW,Udinese,Serie A,35,1985,7.9,1,11,5,45.5,1.39,0.63,0.09,0.2,9.7,0,0,0,1.4,1.4,0.13,-0.4,-0.4,Matches
1481,Fernando Llorente,ESP,"FW,MF",Napoli,Serie A,35,1985,0.6,0,2,0,0.0,3.46,0.0,0.0,0.0,8.2,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
1482,Marcos Llorente,ESP,"MF,DF",Atlético Madrid,La Liga,25,1995,32.8,12,49,22,44.9,1.49,0.67,0.24,0.55,17.8,0,0,0,4.3,4.3,0.09,7.7,7.7,Matches
1483,Hugo Lloris,FRA,GK,Tottenham,Premier League,33,1986,38.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1484,Giovani Lo Celso,ARG,MF,Tottenham,Premier League,24,1996,10.5,1,15,5,33.3,1.43,0.48,0.07,0.2,17.8,1,0,0,1.2,1.2,0.08,-0.2,-0.2,Matches
1485,Stanislav Lobotka,SVK,MF,Napoli,Serie A,25,1994,1.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1486,Manuel Locatelli,ITA,MF,Sassuolo,Serie A,22,1998,32.0,4,41,9,22.0,1.28,0.28,0.05,0.22,21.0,6,2,2,4.2,2.7,0.07,-0.2,-0.7,Matches
1487,Renan Lodi,BRA,DF,Atlético Madrid,La Liga,22,1998,12.5,1,12,4,33.3,0.96,0.32,0.08,0.25,18.7,0,0,0,0.7,0.7,0.06,0.3,0.3,Matches
1488,Ruben Loftus-Cheek,ENG,FW,Chelsea,Premier League,24,1996,0.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1489,Ruben Loftus-Cheek,ENG,"MF,FW",Fulham,Premier League,24,1996,21.2,1,37,8,21.6,1.74,0.38,0.03,0.13,15.1,0,0,0,3.1,3.1,0.08,-2.1,-2.1,Matches
1490,Niklas Lomb,GER,GK,Leverkusen,Bundesliga,27,1993,1.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1491,Kevin Long,IRL,DF,Burnley,Premier League,29,1990,7.1,0,2,0,0.0,0.28,0.0,0.0,0.0,8.3,0,0,0,0.3,0.3,0.15,-0.3,-0.3,Matches
1492,Shane Long,IRL,"FW,MF",Southampton,Premier League,33,1987,2.3,0,2,1,50.0,0.86,0.43,0.0,0.0,19.1,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
1493,Matthew Longstaff,ENG,MF,Newcastle Utd,Premier League,20,2000,4.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1494,Sean Longstaff,ENG,MF,Newcastle Utd,Premier League,22,1997,15.7,0,15,5,33.3,0.96,0.32,0.0,0.0,18.7,1,0,0,1.4,1.4,0.09,-1.4,-1.4,Matches
1495,Ademola Lookman,ENG,"FW,MF",Fulham,Premier League,22,1997,30.5,4,68,21,30.9,2.23,0.69,0.06,0.19,17.1,3,0,1,5.5,4.8,0.07,-1.5,-0.8,Matches
1496,Anthony Lopes,POR,GK,Lyon,Ligue 1,29,1990,38.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1497,Rony Lopes,POR,"FW,MF",Nice,Ligue 1,24,1995,19.8,3,41,16,39.0,2.07,0.81,0.07,0.19,18.4,3,0,0,3.2,3.2,0.08,-0.2,-0.2,Matches
1498,Pedro López Muñoz,ESP,DF,Huesca,La Liga,36,1983,11.9,0,3,0,0.0,0.25,0.0,0.0,0.0,22.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1499,Adrián López,ESP,"FW,MF",Osasuna,La Liga,32,1988,5.3,1,10,2,20.0,1.87,0.37,0.1,0.5,14.6,0,0,0,1.3,1.3,0.13,-0.3,-0.3,Matches
1500,Javi López,ESP,"DF,MF",Alavés,La Liga,18,2002,2.8,0,1,1,100.0,0.36,0.36,0.0,0.0,17.5,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
1501,Maxime Lopez,FRA,"FW,MF",Marseille,Ligue 1,22,1997,1.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1502,Maxime Lopez,FRA,MF,Sassuolo,Serie A,22,1997,20.7,2,11,4,36.4,0.53,0.19,0.18,0.5,18.0,0,0,0,1.6,1.6,0.14,0.4,0.4,Matches
1503,Pau López,ESP,GK,Roma,Serie A,25,1994,20.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1504,Roberto López,ESP,"MF,FW",Real Sociedad,La Liga,20,2000,5.6,3,14,4,28.6,2.5,0.71,0.21,0.75,23.7,2,0,0,1.0,1.0,0.07,2.0,2.0,Matches
1505,Unai López,ESP,MF,Athletic Club,La Liga,24,1995,15.8,3,25,11,44.0,1.58,0.7,0.12,0.27,25.4,5,0,0,1.2,1.2,0.05,1.8,1.8,Matches
1506,Dion Lopy,SEN,MF,Reims,Ligue 1,18,2002,2.8,0,3,0,0.0,1.05,0.0,0.0,0.0,20.5,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
1507,Jordan Lotomba,SUI,DF,Nice,Ligue 1,21,1998,23.6,1,7,2,28.6,0.3,0.08,0.14,0.5,21.1,0,0,0,0.4,0.4,0.05,0.6,0.6,Matches
1508,Adrien Louveau,FRA,"DF,MF",Lens,Ligue 1,20,2000,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1509,Imran Louza,FRA,MF,Nantes,Ligue 1,21,1999,26.4,7,31,10,32.3,1.17,0.38,0.06,0.2,27.4,4,5,5,5.9,2.1,0.07,1.1,-0.1,Matches
1510,Matteo Lovato,ITA,DF,Hellas Verona,Serie A,20,2000,15.4,0,1,0,0.0,0.06,0.0,0.0,0.0,7.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
1511,Max Lowe,ENG,DF,Sheffield Utd,Premier League,23,1997,6.1,0,2,1,50.0,0.33,0.16,0.0,0.0,23.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1512,Eduard Löwen,GER,"MF,DF",Hertha BSC,Bundesliga,23,1997,0.9,0,1,0,0.0,1.06,0.0,0.0,0.0,19.1,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
1513,Matthew Lowton,ENG,DF,Burnley,Premier League,31,1989,34.0,1,21,4,19.0,0.62,0.12,0.05,0.25,23.9,0,0,0,0.7,0.7,0.03,0.3,0.3,Matches
1514,Anthony Lozano,HON,"FW,MF",Cádiz,La Liga,27,1993,16.9,3,36,15,41.7,2.13,0.89,0.08,0.2,13.0,0,0,0,5.4,5.4,0.15,-2.4,-2.4,Matches
1515,Hirving Lozano,MEX,FW,Napoli,Serie A,25,1995,21.8,11,59,27,45.8,2.7,1.24,0.19,0.41,15.2,0,0,0,7.9,7.9,0.13,3.1,3.1,Matches
1516,Jan Luca Schuler,GER,FW,Schalke 04,Bundesliga,21,1999,0.4,0,1,0,0.0,2.25,0.0,0.0,0.0,13.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
1517,Jean Lucas,BRA,MF,Lyon,Ligue 1,22,1998,1.9,0,5,0,0.0,2.62,0.0,0.0,0.0,25.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1518,Jean Lucas,BRA,MF,Brest,Ligue 1,22,1998,11.2,0,20,5,25.0,1.78,0.45,0.0,0.0,24.7,5,0,0,1.1,1.1,0.05,-1.1,-1.1,Matches
1519,Anderson Lucoqui,ANG,DF,Arminia,Bundesliga,23,1997,17.8,0,8,2,25.0,0.45,0.11,0.0,0.0,28.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
1520,Jeison Lucumí,COL,FW,Elche,La Liga,25,1995,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1521,Kilian Ludewig,GER,DF,Schalke 04,Bundesliga,20,2000,5.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1522,José Luis Gayà,ESP,DF,Valencia,La Liga,25,1995,31.6,1,22,5,22.7,0.7,0.16,0.05,0.2,17.9,2,0,0,1.9,1.9,0.09,-0.9,-0.9,Matches
1523,José Luis Morales,ESP,"FW,MF",Levante,La Liga,33,1987,27.1,13,57,26,45.6,2.1,0.96,0.23,0.5,16.2,1,0,1,8.3,7.6,0.13,4.7,5.4,Matches
1524,José Luis Palomino,ARG,DF,Atalanta,Serie A,30,1990,27.0,1,4,1,25.0,0.15,0.04,0.25,1.0,26.8,0,0,0,0.4,0.4,0.1,0.6,0.6,Matches
1525,Florentino Luís,POR,MF,Monaco,Ligue 1,20,1999,2.7,0,1,0,0.0,0.37,0.0,0.0,0.0,9.0,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
1526,Luisinho,POR,DF,Huesca,La Liga,35,1985,2.0,0,1,0,0.0,0.5,0.0,0.0,0.0,32.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
1527,Luismi,ESP,"MF,DF",Elche,La Liga,28,1992,1.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1528,David Luiz,BRA,DF,Arsenal,Premier League,33,1987,15.5,1,15,2,13.3,0.97,0.13,0.07,0.5,17.5,3,0,0,0.9,0.9,0.06,0.1,0.1,Matches
